id,longitude,latitude,altitude
314458950,-4.1486300,50.5492644,
314458951,-4.1485738,50.5492178,
314458952,-4.1491735,50.5499006,
314458953,-4.1496178,50.5523416,
314458954,-4.1494601,50.5534070,
314458955,-4.1495680,50.5529179,
314458956,-4.1498281,50.5542242,
314458957,-4.1494971,50.5537616,
314458958,-4.1498125,50.5543301,
314458960,-4.1492332,50.5514228,
314458961,-4.1489484,50.5508625,
314458962,-4.1488727,50.5506825,
314473622,-4.1537253,50.5507877,
314473626,-4.1566950,50.5498576,
314473628,-4.1553670,50.5499992,
314473631,-4.1544426,50.5501369,
314473633,-4.1535053,50.5507097,
314473637,-4.1525436,50.5511896,
314473642,-4.1521109,50.5513243,
314473647,-4.1509775,50.5521160,
314473650,-4.1505003,50.5523108,
314473653,-4.1502646,50.5523706,
314751819,-4.1486902,50.5537108,
314751821,-4.1459272,50.5498653,
314751822,-4.1476036,50.5532837,
314751823,-4.1473231,50.5525441,
314751826,-4.1475313,50.5530290,
314751827,-4.1468082,50.5516513,
314751828,-4.1465646,50.5512922,
314751829,-4.1454733,50.5508252,
314751830,-4.1486824,50.5531258,
314751831,-4.1480514,50.5518724,
314751832,-4.1483640,50.5510047,
314751833,-4.1464108,50.5515818,
314751834,-4.1507114,50.5499681,
314751836,-4.1511833,50.5497311,
314751840,-4.1562857,50.5474662,
314751841,-4.1489890,50.5507707,
315392592,-4.1520785,50.5492684,
315392593,-4.1525630,50.5496772,
315392595,-4.1525230,50.5494926,
315392596,-4.1551467,50.5489907,
315392598,-4.1538024,50.5505904,
315392600,-4.1515610,50.5486726,
315392601,-4.1524707,50.5493358,
315392603,-4.1552445,50.5514002,
315392604,-4.1573256,50.5514992,
315392606,-4.1540240,50.5494096,
315392607,-4.1515246,50.5510705,
315392609,-4.1552100,50.5493535,
315392611,-4.1542563,50.5495282,
315392612,-4.1508781,50.5514565,
315392614,-4.1494257,50.5497367,
315392615,-4.1499449,50.5497554,
315392617,-4.1561482,50.5499150,
315392618,-4.1559738,50.5484287,
315392620,-4.1566340,50.5514556,
315392622,-4.1535042,50.5492896,
315392623,-4.1556505,50.5524377,
315392625,-4.1565012,50.5520984,
315392626,-4.1554592,50.5506897,
315392628,-4.1545750,50.5488227,
315392629,-4.1533904,50.5492619,
315392631,-4.1542166,50.5514146,
315392634,-4.1526153,50.5498536,
315392635,-4.1556355,50.5528282,
315392638,-4.1551830,50.5521541,
315392639,-4.1531136,50.5500002,
315392642,-4.1534519,50.5502832,
315392643,-4.1524738,50.5498248,
315392646,-4.1487330,50.5501492,
315392647,-4.1515730,50.5487182,
315392650,-4.1512002,50.5512291,
315392652,-4.1525783,50.5495634,
315392654,-4.1527598,50.5492527,
315392656,-4.1514793,50.5507855,
315392657,-4.1523119,50.5494423,
315392659,-4.1511123,50.5514117,
315392660,-4.1540640,50.5494988,
315392662,-4.1542055,50.5497664,
315392664,-4.1546639,50.5508207,
315392665,-4.1518917,50.5511178,
315392667,-4.1549872,50.5487150,
315392668,-4.1564462,50.5517092,
315392670,-4.1541009,50.5495603,
315392672,-4.1565835,50.5511078,
315392673,-4.1541169,50.5503043,
315392675,-4.1558641,50.5522863,
315392676,-4.1537441,50.5491758,
315392678,-4.1559896,50.5485452,
315392680,-4.1551786,50.5526370,
315392681,-4.1548160,50.5515846,
315392683,-4.1521576,50.5498119,
315392684,-4.1539617,50.5504515,
315392686,-4.1535073,50.5495449,
315392687,-4.1556433,50.5530208,
315392689,-4.1553274,50.5525900,
315392691,-4.1533442,50.5501478,
315394812,-4.1541303,50.5516579,
315394813,-4.1534562,50.5516400,
315394815,-4.1539864,50.5516869,
315394816,-4.1540978,50.5517173,
315394818,-4.1540616,50.5518842,
315394819,-4.1536911,50.5519428,
315394821,-4.1540798,50.5520700,
315394822,-4.1541928,50.5522467,
315394824,-4.1543193,50.5523493,
315394825,-4.1540985,50.5525589,
315394827,-4.1538371,50.5524250,
315394828,-4.1543614,50.5523635,
318623525,-4.1528113,50.5518025,
318623527,-4.1529194,50.5522308,
318623528,-4.1532356,50.5526397,
318623529,-4.1524004,50.5530418,
318623531,-4.1520801,50.5525473,
318623532,-4.1535983,50.5522606,
318623533,-4.1537324,50.5525439,
318623535,-4.1534545,50.5518117,
318623536,-4.1537222,50.5524242,
318623538,-4.1535009,50.5519697,
318623539,-4.1539019,50.5526080,
318623541,-4.1524948,50.5532845,
318623542,-4.1522611,50.5535802,
318623543,-4.1521415,50.5537404,
318623544,-4.1521069,50.5537891,
318623545,-4.1520087,50.5539012,
318623546,-4.1515897,50.5540526,
318623547,-4.1510922,50.5541308,
318623548,-4.1523079,50.5534305,
318623549,-4.1526423,50.5533425,
318623550,-4.1525671,50.5533121,
318623551,-4.1530785,50.5534247,
318623552,-4.1528431,50.5532677,
318623553,-4.1498058,50.5541414,
318623554,-4.1494618,50.5535881,
318623555,-4.1498834,50.5541362,
318623556,-4.1504262,50.5541550,
318623557,-4.1508958,50.5541261,
318623558,-4.1509995,50.5543278,
318623560,-4.1511429,50.5544070,
318623561,-4.1513657,50.5543974,
318623562,-4.1515328,50.5543344,
318623563,-4.1507501,50.5522318,
318623564,-4.1503001,50.5528572,
318623565,-4.1504810,50.5519045,
318623566,-4.1504805,50.5516093,
318623567,-4.1503319,50.5514280,
318623568,-4.1502192,50.5512817,
318623569,-4.1506533,50.5514747,
318623572,-4.1504429,50.5533496,
318623575,-4.1502169,50.5530768,
318623576,-4.1496588,50.5526370,
318623578,-4.1515775,50.5551421,
318623579,-4.1537585,50.5550722,
318623581,-4.1552086,50.5554714,
318623582,-4.1553724,50.5559657,
318623584,-4.1551941,50.5560572,
318623585,-4.1529490,50.5561290,
318623586,-4.1527124,50.5560153,
318623588,-4.1525476,50.5556195,
318623589,-4.1528075,50.5554466,
318623591,-4.1547979,50.5551614,
318623592,-4.1550555,50.5552486,
318623594,-4.1537129,50.5545953,
318623595,-4.1533279,50.5544443,
318623597,-4.1527415,50.5542977,
318623598,-4.1517034,50.5534890,
318623600,-4.1511170,50.5532318,
318623601,-4.1511081,50.5530694,
318623603,-4.1515395,50.5527519,
318623604,-4.1541364,50.5543552,
318623605,-4.1545522,50.5544490,
318623606,-4.1552855,50.5544975,
318623607,-4.1535794,50.5539821,
318623608,-4.1531155,50.5536171,
318623609,-4.1533951,50.5532234,
318623610,-4.1538915,50.5531607,
318623612,-4.1543618,50.5534663,
318623613,-4.1541138,50.5529352,
318623614,-4.1552825,50.5471563,
318623615,-4.1489886,50.5509184,
318623616,-4.1507530,50.5501515,
318623617,-4.1489044,50.5507582,
318623618,-4.1496492,50.5504798,
318623619,-4.1487541,50.5508021,
318623620,-4.1485638,50.5508570,
318623621,-4.1484196,50.5509310,
318623622,-4.1484172,50.5509877,
318623623,-4.1484746,50.5508895,
318623624,-4.1529575,50.5489816,
318623625,-4.1547810,50.5481888,
318623626,-4.1568657,50.5470190,
318623627,-4.1574396,50.5462619,
318623628,-4.1576999,50.5457476,
318623629,-4.1580500,50.5452768,
318623630,-4.1582864,50.5448323,
318623631,-4.1585545,50.5446205,
318623632,-4.1595582,50.5426924,
318623633,-4.1588113,50.5430021,
318623634,-4.1590808,50.5446867,
318623636,-4.1603473,50.5448636,
318623637,-4.1594159,50.5442829,
318623639,-4.1593369,50.5441553,
318623640,-4.1599199,50.5429104,
318623641,-4.1596649,50.5442707,
318623642,-4.1608794,50.5434995,
318623644,-4.1613531,50.5437788,
318623645,-4.1614502,50.5440400,
318623646,-4.1616081,50.5442950,
318623647,-4.1615838,50.5444225,
318623649,-4.1613652,50.5444833,
318623650,-4.1610373,50.5443861,
318623651,-4.1610069,50.5442889,
318623652,-4.1604665,50.5446594,
318623653,-4.1583968,50.5427124,
318623654,-4.1583333,50.5425605,
318623655,-4.1586383,50.5422671,
318623660,-4.1586674,50.5421941,
318623663,-4.1586434,50.5420891,
318623664,-4.1585549,50.5420175,
318623665,-4.1579223,50.5418468,
318623666,-4.1573531,50.5416926,
318623667,-4.1570499,50.5414556,
318623668,-4.1566209,50.5415603,
318623669,-4.1562293,50.5418854,
318623670,-4.1559889,50.5418210,
318623671,-4.1557946,50.5416811,
318623672,-4.1558331,50.5413502,
318623673,-4.1555793,50.5412830,
318623674,-4.1559199,50.5407853,
318623675,-4.1559199,50.5406711,
318623676,-4.1554988,50.5402684,
318623677,-4.1550717,50.5401187,
318623678,-4.1540612,50.5398155,
318623679,-4.1536697,50.5392763,
318623682,-4.1526061,50.5385014,
318623683,-4.1511424,50.5382259,
318623684,-4.1500230,50.5382122,
318623685,-4.1492218,50.5382956,
318623687,-4.1495437,50.5382704,
318623688,-4.1560775,50.5411266,
318623689,-4.1553151,50.5418737,
318623690,-4.1571203,50.5411007,
318623691,-4.1570518,50.5408704,
318623692,-4.1574337,50.5410957,
318623693,-4.1578209,50.5413096,
318623694,-4.1570587,50.5420274,
318623695,-4.1567618,50.5420878,
318623696,-4.1565225,50.5420456,
318623697,-4.1578273,50.5419405,
318623698,-4.1574857,50.5419885,
318623699,-4.1589357,50.5424029,
318623700,-4.1584314,50.5424215,
318623701,-4.1581261,50.5423473,
318623702,-4.1578762,50.5422668,
318623703,-4.1581344,50.5428712,
318623704,-4.1592656,50.5415246,
318623705,-4.1593423,50.5413875,
318623707,-4.1592772,50.5412713,
318623711,-4.1589484,50.5409918,
318623712,-4.1587512,50.5408003,
318623713,-4.1585685,50.5405580,
318623714,-4.1580807,50.5400210,
318623716,-4.1585871,50.5397819,
318623717,-4.1588190,50.5397741,
318623718,-4.1588684,50.5398218,
318623719,-4.1589674,50.5399391,
318623720,-4.1576113,50.5402593,
318623721,-4.1571814,50.5404906,
318623722,-4.1570390,50.5406602,
318623723,-4.1570351,50.5408075,
318623726,-4.1572035,50.5398934,
318623727,-4.1566190,50.5400026,
318623728,-4.1575551,50.5397686,
318623729,-4.1592541,50.5406334,
318623730,-4.1593231,50.5405366,
318623731,-4.1591161,50.5402901,
318623732,-4.1586381,50.5411578,
318623733,-4.1580112,50.5407327,
318623734,-4.1456914,50.5515687,
318623735,-4.1456623,50.5515601,
318623736,-4.1456180,50.5514966,
318623737,-4.1457211,50.5514727,
318623738,-4.1461713,50.5514140,
318623739,-4.1465285,50.5515074,
318623740,-4.1466055,50.5516190,
318623741,-4.1466347,50.5516823,
318623742,-4.1465950,50.5518740,
318623743,-4.1468525,50.5520418,
318623744,-4.1471214,50.5522096,
318623745,-4.1485319,50.5509444,
318641521,-4.1584730,50.5446894,
318661470,-4.1559209,50.5409131,
318661471,-4.1554385,50.5418873,
318661472,-4.1496870,50.5380809,
318661473,-4.1499982,50.5386878,
318661474,-4.1514502,50.5432644,
318661475,-4.1506312,50.5442243,
318661476,-4.1468010,50.5465287,
318661477,-4.1439471,50.5485467,
318661481,-4.1430137,50.5498079,
318661485,-4.1418335,50.5511645,
318661486,-4.1406426,50.5514099,
318661487,-4.1366193,50.5515054,
318661489,-4.1338504,50.5527997,
318661490,-4.1321809,50.5539923,
318661491,-4.1448054,50.5479400,
318661492,-4.1487536,50.5456629,
318661493,-4.1518527,50.5417397,
318661494,-4.1506741,50.5398674,
318661495,-4.1505990,50.5358374,
318661496,-4.1521439,50.5341463,
318661497,-4.1537104,50.5334438,
318661498,-4.1530299,50.5443555,
318661500,-4.1517222,50.5452196,
318661501,-4.1439771,50.5488109,
318661502,-4.1560789,50.5407498,
318661503,-4.1560665,50.5406606,
318661504,-4.1555337,50.5401665,
318661505,-4.1541632,50.5394296,
318661506,-4.1541632,50.5381341,
318661507,-4.1547748,50.5374726,
318661508,-4.1557349,50.5356724,
318661509,-4.1523444,50.5445418,
318661510,-4.1513498,50.5437223,
318661511,-4.1492969,50.5449812,
318661512,-4.1479580,50.5457404,
318661513,-4.1522865,50.5564994,
318661514,-4.1436956,50.5490558,
318661517,-4.1563021,50.5443187,
318661519,-4.1563758,50.5444266,
318661520,-4.1615731,50.5450412,
318672406,-4.1383792,50.5512926,
318673181,-4.1507831,50.5514687,
320047420,-4.1523384,50.5494619,
320047421,-4.1557900,50.5413415,
320047423,-4.1530570,50.5535060,
320047424,-4.1513580,50.5550226,
320047425,-4.1524567,50.5522969,
320047426,-4.1521944,50.5524726,
320047427,-4.1518600,50.5521216,
320047428,-4.1519402,50.5521962,
320047429,-4.1523113,50.5519855,
320047430,-4.1523873,50.5533190,
320047431,-4.1544489,50.5517007,
320047433,-4.1532654,50.5518287,
320047438,-4.1531587,50.5516811,
320047442,-4.1532671,50.5519291,
320047449,-4.1498688,50.5524328,
320047455,-4.1511311,50.5513190,
320047462,-4.1536666,50.5478881,
320047468,-4.1541892,50.5476961,
320047475,-4.1548256,50.5475308,
320047477,-4.1544351,50.5476195,
320047483,-4.1545521,50.5478514,
320047490,-4.1544609,50.5480055,
320047496,-4.1542377,50.5480841,
320047503,-4.1535336,50.5476372,
320047510,-4.1535290,50.5474700,
320047515,-4.1536325,50.5471567,
320047521,-4.1498914,50.5544297,
320047527,-4.1535977,50.5479720,
320047533,-4.1533799,50.5479758,
320047540,-4.1476902,50.5481214,
320047547,-4.1480015,50.5483481,
320047556,-4.1483740,50.5486404,
320047564,-4.1483873,50.5486721,
320047565,-4.1487048,50.5489152,
320047566,-4.1489880,50.5488714,
320047569,-4.1484228,50.5485741,
320047575,-4.1439094,50.5492103,
320047579,-4.1440543,50.5491559,
320057015,-4.1488136,50.5489194,
323260131,-4.1528850,50.5443589,
323260133,-4.1525699,50.5445285,
323260136,-4.1524345,50.5446204,
323260141,-4.1586137,50.5431107,
323260143,-4.1535208,50.5460529,
323260145,-4.1534691,50.5460700,
324711382,-4.1463866,50.5518018,
324711383,-4.1461025,50.5518298,
324711385,-4.1455349,50.5519741,
324711386,-4.1446610,50.5521365,
324711387,-4.1442757,50.5523539,
324711389,-4.1445010,50.5521706,
324711390,-4.1442366,50.5521793,
324711391,-4.1440079,50.5522060,
324711392,-4.1434682,50.5522770,
324711393,-4.1428409,50.5525870,
324711394,-4.1423093,50.5528588,
324711396,-4.1402443,50.5534931,
324711397,-4.1402046,50.5535141,
324711398,-4.1401907,50.5535444,
324711399,-4.1402233,50.5535608,
324711400,-4.1402968,50.5535347,
324711401,-4.1403991,50.5535606,
324711404,-4.1398968,50.5539129,
324711406,-4.1390473,50.5542052,
324711407,-4.1387811,50.5543516,
324711408,-4.1385383,50.5546570,
324711409,-4.1382668,50.5550642,
324711410,-4.1381311,50.5556303,
324711411,-4.1379793,50.5564251,
324711412,-4.1377649,50.5568251,
324711413,-4.1371059,50.5573234,
324711414,-4.1362648,50.5576252,
324711415,-4.1350932,50.5578056,
324711417,-4.1345808,50.5578891,
324711418,-4.1345860,50.5578342,
324711421,-4.1345311,50.5577964,
324711424,-4.1342845,50.5579333,
324711426,-4.1335210,50.5583418,
324711429,-4.1311795,50.5603950,
324711434,-4.1299823,50.5612734,
324711461,-4.1343247,50.5580081,
324711462,-4.1339659,50.5580308,
324711463,-4.1333974,50.5581161,
324711464,-4.1461567,50.5515226,
324711465,-4.1455795,50.5516063,
324711466,-4.1456286,50.5517518,
324711469,-4.1453315,50.5518404,
324711470,-4.1453388,50.5518815,
324711471,-4.1450245,50.5519657,
324711472,-4.1450534,50.5520539,
324711473,-4.1322327,50.5592611,
324711501,-4.1299133,50.5608811,
324711511,-4.1410482,50.5532903,
324711512,-4.1404061,50.5534511,
326133656,-4.1126354,50.5725803,
326133658,-4.1116767,50.5716648,
326133660,-4.1114380,50.5704233,
326133662,-4.1115278,50.5699898,
